delta_v (RPM),w (rad/s),v_x (m/s)
0.128333,-0.00244346,0.0362491
0.11,-0.0020944,0.0383814
1.03583,-0.0197222,0.0341168
0.669167,-0.0127409,0.0405137
0.256667,-0.00488692,0.0447783
-0.0825,0.0015708,0.0383814
0.953333,-0.0181514,0.0383814
-0.0641667,0.00122173,0.0405137
0.128333,-0.00244346,0.0469106
0.155833,-0.00296706,0.042646
0.2475,-0.00471239,0.049043
0.2475,-0.00471239,0.0405137
1.36583,-0.0260054,0.042646
-1.65917,0.0315905,0.042646
2.7775,-0.0528835,0.0383814
-2.4475,0.0466003,0.042646
-0.394167,0.00750492,0.0405137
-1.6775,0.0319395,0.042646
2.8875,-0.0549779,0.0405137
-1.9525,0.0371755,0.0447783
1.1275,-0.0214675,0.0511753
2.48417,-0.0472984,0.042646
2.29167,-0.0436332,0.049043
-0.760833,0.0144862,0.042646
0.678333,-0.0129154,0.0447783
-1.24667,0.0237365,0.042646
0.9625,-0.018326,0.0469106
-1.44833,0.0275762,0.0447783
-1.44833,0.0275762,0.0447783
-0.66,0.0125664,0.0447783
1.87,-0.0356047,0.049043
-1.06333,0.0202458,0.0447783
0.7425,-0.0141372,0.0511753
-1.2925,0.0246091,0.049043
0.806667,-0.0153589,0.0554399
-0.0366667,0.000698132,0.0447783
-0.0366667,0.000698132,0.0447783
-0.650833,0.0123918,0.049043
0.678333,-0.0129154,0.049043
-0.256667,0.00488692,0.0469106
1.0175,-0.0193732,0.0469106
-0.146667,0.00279253,0.049043
-0.311667,0.00593412,0.049043
0.339167,-0.00645772,0.049043
-0.210833,0.00401426,0.0469106
-0.100833,0.00191986,0.0533076
-0.265833,0.00506145,0.0447783
0.1925,-0.00366519,0.0511753
-0.495,0.00942478,0.0511753
2.0625,-0.0392699,0.0511753
-0.971667,0.0185005,0.0533076
0.183333,-0.00349066,0.0533076
2.85083,-0.0542797,0.049043
-3.0525,0.0581195,0.0511753
3.025,-0.0575959,0.049043
-2.64,0.0502655,0.049043
2.53,-0.0481711,0.0533076
-3.3825,0.0644026,0.0511753
2.5575,-0.0486947,0.049043
-2.12667,0.0404916,0.0511753
-2.16333,0.0411898,0.0533076
2.45667,-0.0467748,0.0575722
2.45667,-0.0467748,0.0575722
3.97833,-0.0757473,0.0511753
-3.64833,0.0694641,0.0469106
1.36583,-0.0260054,0.049043
-2.24583,0.0427606,0.0469106
0.760833,-0.0144862,0.0511753
-0.66,0.0125664,0.0511753
-1.7325,0.0329867,0.049043
1.72333,-0.0328122,0.0554399
-1.44833,0.0275762,0.0511753
0.623333,-0.0118682,0.0511753
-0.944167,0.0179769,0.0554399
-0.825,0.015708,0.0511753
1.0175,-0.0193732,0.0533076
-0.0733333,0.00139626,0.0575722
-0.0733333,0.00139626,0.0575722
0.449167,-0.00855211,0.0554399
0.256667,-0.00488692,0.0533076
0.375833,-0.00715585,0.0554399
0.210833,-0.00401426,0.0511753
0.430833,-0.00820305,0.0575722
0.3575,-0.00680678,0.0533076
-1.00833,0.0191986,0.049043
1.31083,-0.0249582,0.0533076
-1.4575,0.0277507,0.0511753
1.96167,-0.03735,0.0533076
0.595833,-0.0113446,0.0554399
-0.0275,0.000523599,0.0533076
1.87,-0.0356047,0.0533076
-2.56667,0.0488692,0.0554399
2.30083,-0.0438078,0.0511753
2.2825,-0.0434587,0.0597045
2.49333,-0.047473,0.0533076
2.97917,-0.0567232,0.0511753
-0.898333,0.0171042,0.0554399
1.6225,-0.0308923,0.0511753
-1.60417,0.0305433,0.0554399
-2.09,0.0397935,0.0575722
-2.09,0.0397935,0.0575722
-2.805,0.0534071,0.0575722
4.07,-0.0774926,0.0554399
-2.09917,0.039968,0.0533076
0.889167,-0.0169297,0.0533076
-0.6325,0.0120428,0.0554399
-2.81417,0.0535816,0.0554399
3.85917,-0.0734784,0.0405137
0.944167,-0.0179769,0.0170584
8.40583,-0.160047,0.00639691
5.06917,-0.0965167,0.0127938
7.77333,-0.148004,0.0170584
9.24917,-0.176104,0.0127938
5.73833,-0.109258,0.0170584
8.6075,-0.163886,0.0149261
9.02917,-0.171915,0.0191907
7.15917,-0.13631,0.0319845
8.53417,-0.16249,0.0383814
2.7225,-0.0518363,0.0597045
3.59333,-0.0684169,0.049043
0.293333,-0.00558505,0.049043
3.53833,-0.0673697,0.042646
4.5925,-0.087441,0.0469106
3.56583,-0.0678933,0.0447783
3.37333,-0.0642281,0.0447783
3.09833,-0.0589921,0.0511753
5.93083,-0.112923,0.042646
4.65667,-0.0886627,0.0469106
1.11833,-0.021293,0.0469106
5.555,-0.105767,0.0447783
4.99583,-0.0951204,0.049043
1.53083,-0.029147,0.0511753
5.27083,-0.100356,0.0319845
3.40083,-0.0647517,0.0298522
8.20417,-0.156207,0.0106615
6.9025,-0.131423,0.0127938
9.955,-0.189543,0.0191907
6.77417,-0.12898,0.0106615
8.39667,-0.159872,0.0149261
9.56083,-0.182038,0.0127938
6.77417,-0.12898,0.0234553
11.7792,-0.224275,0.0234553
7.79167,-0.148353,0.0575722
6.83833,-0.130202,0.0554399
-1.66833,0.031765,0.0447783
8.34167,-0.158825,0.042646
2.805,-0.0534071,0.0511753
4.66583,-0.0888373,0.0405137
5.98583,-0.11397,0.049043
1.31083,-0.0249582,0.0469106
7.90167,-0.150447,0.049043
7.90167,-0.150447,0.049043
1.46667,-0.0279253,0.049043
3.61167,-0.068766,0.0511753
1.0175,-0.0193732,0.049043
1.94333,-0.037001,0.049043
8.635,-0.16441,0.0533076
1.87,-0.0356047,0.049043
4.62,-0.0879646,0.0469106
2.07167,-0.0394444,0.0511753
2.97,-0.0565487,0.0447783
4.33583,-0.0825541,0.0469106
0.495,-0.00942478,0.049043
5.2525,-0.100007,0.0469106
5.4175,-0.103149,0.049043
0.055,-0.0010472,0.0511753
6.985,-0.132994,0.0533076
2.38333,-0.0453786,0.0533076
3.6575,-0.0696386,0.0511753
4.62917,-0.0881391,0.0511753
3.48333,-0.0663225,0.0533076
1.97083,-0.0375246,0.0533076
2.97917,-0.0567232,0.049043
-0.44,0.00837758,0.0511753
7.03083,-0.133867,0.0469106
1.4025,-0.0267035,0.0511753
1.25583,-0.023911,0.0554399
4.60167,-0.0876155,0.0533076
4.58333,-0.0872665,0.0575722
4.675,-0.0890118,0.0511753
5.89417,-0.112225,0.0533076
-0.055,0.0010472,0.0575722
2.62167,-0.0499164,0.0533076
2.75917,-0.0525344,0.0554399
0.00916667,-0.000174533,0.0511753
0.834167,-0.0158825,0.0533076
3.41917,-0.0651008,0.0511753
0.495,-0.00942478,0.0575722
5.39917,-0.1028,0.0533076
-0.77,0.0146608,0.0511753
-0.999167,0.0190241,0.0554399
3.96917,-0.0755728,0.0575722
-0.385,0.00733038,0.0575722
1.46667,-0.0279253,0.0511753
2.75917,-0.0525344,0.0618368
-0.348333,0.00663225,0.0511753
0.916667,-0.0174533,0.0511753
0.696667,-0.0132645,0.0511753
-3.795,0.0722566,0.0554399
-7.71833,0.146957,0.049043
-7.73667,0.147306,0.0511753
-12.0725,0.22986,0.049043
-7.3975,0.140848,0.0575722
-7.4525,0.141895,0.0511753
-8.53417,0.16249,0.0575722
-7.77333,0.148004,0.0554399
-12.3933,0.235969,0.0533076
-10.3858,0.197746,0.0533076
-4.60167,0.0876155,0.049043
-3.4375,0.0654498,0.0511753
-0.504167,0.00959931,0.0554399
1.55833,-0.0296706,0.0533076
-2.05333,0.0390954,0.0575722
1.35667,-0.0258309,0.0639691
2.20917,-0.0420624,0.0597045
0.146667,-0.00279253,0.0575722
2.48417,-0.0472984,0.0554399
-2.255,0.0429351,0.0533076
2.41083,-0.0459022,0.0533076
2.43833,-0.0464258,0.0575722
-3.47417,0.066148,0.0533076
2.1725,-0.0413643,0.0511753
-3.11667,0.0593412,0.0575722
0.22,-0.00418879,0.0575722
-1.3475,0.0256563,0.0554399
-9.86333,0.187797,0.0554399
-10.1017,0.192335,0.0533076
-10.1017,0.192335,0.0533076
-13.97,0.265988,0.0618368
0.724167,-0.0137881,0.0511753
-16.3717,0.311716,0.0618368
-16.3717,0.311716,0.0618368
-10.3675,0.197397,0.0597045
-9.90917,0.18867,0.0533076
-8.86417,0.168773,0.0597045
-3.45583,0.0657989,0.0575722
3.245,-0.0617847,0.0575722
-3.52917,0.0671952,0.0597045
0.916667,-0.0174533,0.0511753
-4.2075,0.0801106,0.0533076
-1.5125,0.0287979,0.0554399
5.46333,-0.104022,0.0575722
-4.0425,0.076969,0.0618368
1.32,-0.0251327,0.0511753
4.16167,-0.0792379,0.0618368
-3.63917,0.0692896,0.0597045
3.42833,-0.0652753,0.0575722
-2.85083,0.0542797,0.0575722
4.07917,-0.0776672,0.0597045
2.08083,-0.039619,0.0554399
-2.97,0.0565487,0.0575722
1.25583,-0.023911,0.0533076
-2.7775,0.0528835,0.0575722
2.53917,-0.0483456,0.0575722
3.66667,-0.0698132,0.0554399
-0.4675,0.00890118,0.0554399
0.0458333,-0.000872665,0.0533076
0.953333,-0.0181514,0.0575722
-1.88833,0.0359538,0.0554399
0.6875,-0.01309,0.0533076
-1.36583,0.0260054,0.0618368
0.733333,-0.0139626,0.0533076
2.12667,-0.0404916,0.0554399
-1.595,0.0303687,0.0575722
-0.476667,0.00907571,0.0575722
1.28333,-0.0244346,0.0597045
-1.38417,0.0263545,0.0618368
1.05417,-0.0200713,0.0554399
-0.119167,0.00226893,0.0597045
0.4675,-0.00890118,0.0575722
0.430833,-0.00820305,0.0618368
-0.99,0.0188496,0.0597045
1.22833,-0.0233874,0.0597045
-0.5775,0.0109956,0.0597045
-1.11833,0.021293,0.0597045
0.889167,-0.0169297,0.0597045
-0.504167,0.00959931,0.0533076
-0.504167,0.00959931,0.0533076
-1.155,0.0219911,0.0554399
-0.128333,0.00244346,0.0575722
-0.128333,0.00244346,0.0575722
-0.0458333,0.000872665,0.0554399
0.55,-0.010472,0.0618368
-1.06333,0.0202458,0.0575722
-0.476667,0.00907571,0.0575722
0.2475,-0.00471239,0.0597045
-0.11,0.0020944,0.0575722
0.953333,-0.0181514,0.0618368
-0.4125,0.00785398,0.0618368
0.650833,-0.0123918,0.0575722
1.24667,-0.0237365,0.0639691
-0.7975,0.0151844,0.0575722
-0.9625,0.018326,0.0575722
1.155,-0.0219911,0.0554399
-1.35667,0.0258309,0.0533076
0.403333,-0.00767945,0.0554399
0.650833,-0.0123918,0.0597045
0.128333,-0.00244346,0.0597045
1.705,-0.0324631,0.0554399
-0.7975,0.0151844,0.0597045
-2.42,0.0460767,0.0554399
2.29167,-0.0436332,0.0597045
-3.04333,0.0579449,0.0575722
-1.0725,0.0204204,0.0597045
-2.29167,0.0436332,0.0554399
-0.614167,0.0116937,0.0597045
-0.339167,0.00645772,0.0618368
1.13667,-0.0216421,0.0618368
-2.56667,0.0488692,0.0597045
1.46667,-0.0279253,0.0597045
-1.71417,0.0326377,0.0597045
-3.01583,0.0574213,0.0618368
2.75917,-0.0525344,0.0554399
-3.75833,0.0715585,0.0575722
0.0458333,-0.000872665,0.0554399
0.0458333,-0.000872665,0.0554399
-3.1075,0.0591667,0.0597045
-0.55,0.010472,0.0597045
3.74,-0.0712094,0.0575722
-1.7875,0.0340339,0.0554399
3.12583,-0.0595157,0.0575722
2.95167,-0.0561996,0.0618368
0.430833,-0.00820305,0.0597045
4.40917,-0.0839503,0.0618368
-3.41,0.0649262,0.0597045
2.07167,-0.0394444,0.0533076
2.98833,-0.0568977,0.0639691
-2.6125,0.0497419,0.0597045
2.13583,-0.0406662,0.0554399
1.5125,-0.0287979,0.0597045
-2.35583,0.044855,0.0618368
-0.311667,0.00593412,0.0597045
1.87917,-0.0357792,0.0575722
-1.1,0.020944,0.0639691
1.72333,-0.0328122,0.0554399
-0.2475,0.00471239,0.0618368
-1.595,0.0303687,0.0597045
1.54,-0.0293215,0.0597045
1.31083,-0.0249582,0.0597045
-1.03583,0.0197222,0.0639691
-1.03583,0.0197222,0.0639691
0.696667,-0.0132645,0.0597045
-0.284167,0.00541052,0.0618368
0.751667,-0.0143117,0.0554399
-0.980833,0.018675,0.0639691
-0.100833,0.00191986,0.0597045
0.531667,-0.0101229,0.0575722
-1.2925,0.0246091,0.0618368
0.210833,-0.00401426,0.0618368
0.449167,-0.00855211,0.0597045
0.449167,-0.00855211,0.0597045
0.815833,-0.0155334,0.0597045
0.0733333,-0.00139626,0.0575722
0.210833,-0.00401426,0.0639691
-0.11,0.0020944,0.0575722
0.275,-0.00523599,0.0618368
0,0,0.0597045
0.0641667,-0.00122173,0.0575722
0.201667,-0.00383972,0.0575722
-1.64083,0.0312414,0.0597045
-4.18,0.079587,0.0575722
-10.45,0.198968,0.0575722
-9.77167,0.186052,0.0661014
-11.6508,0.221831,0.0575722
-16.4908,0.313985,0.0554399
-9.09333,0.173137,0.0639691
-3.465,0.0659734,0.0575722
-0.861667,0.0164061,0.0661014
0.284167,-0.00541052,0.0661014
-0.421667,0.00802851,0.0575722
2.0075,-0.0382227,0.0661014
-0.815833,0.0155334,0.0618368
1.69583,-0.0322886,0.0554399
0.055,-0.0010472,0.0575722
-1.99833,0.0380482,0.0597045
-2.46583,0.0469494,0.0597045
1.91583,-0.0364774,0.0597045
-2.1725,0.0413643,0.0597045
1.76,-0.0335103,0.0597045
1.91583,-0.0364774,0.0597045
-1.97083,0.0375246,0.0618368
-0.275,0.00523599,0.0575722
-0.238333,0.00453786,0.0533076
-2.01667,0.0383972,0.0362491
1.705,-0.0324631,0
-1.4575,0.0277507,0
0,0,0
0,0,0
-0.504167,0.00959931,0
0.0366667,-0.000698132,0
-0.0275,0.000523599,0.0149261
0.174167,-0.00331613,0.0405137
1.64083,-0.0312414,0.0405137
-1.93417,0.0368264,0.042646
-0.861667,0.0164061,0.0255876
0.815833,-0.0155334,0.0319845
-2.75,0.0523599,0.0362491
1.17333,-0.0223402,0.0298522
-0.449167,0.00855211,0.0362491
-1.925,0.0366519,0.0383814
1.41167,-0.0268781,0.0383814
-2.3375,0.0445059,0.0383814
1.55833,-0.0296706,0.0341168
-0.11,0.0020944,0.0405137
-3.00667,0.0572468,0.0362491
1.705,-0.0324631,0.0383814
-2.01667,0.0383972,0.0362491
1.9525,-0.0371755,0.0362491
-0.339167,0.00645772,0.0405137
-1.13667,0.0216421,0.0319845
-0.0916667,0.00174533,0.042646
-2.475,0.0471239,0.0405137
-0.293333,0.00558505,0.042646
0.22,-0.00418879,0.0447783
1.4025,-0.0267035,0.0383814
-1.00833,0.0191986,0.0405137
1.16417,-0.0221657,0.0362491
-0.128333,0.00244346,0.042646
-1.30167,0.0247837,0.042646
0.256667,-0.00488692,0.0383814
-1.1275,0.0214675,0.042646
0.284167,-0.00541052,0.0383814
-0.8525,0.0162316,0.042646
0.430833,-0.00820305,0.0383814
-1.5675,0.0298451,0.042646
0.999167,-0.0190241,0.0383814
-0.055,0.0010472,0.049043
0.980833,-0.018675,0.0405137
0.586667,-0.0111701,0.049043
-0.531667,0.0101229,0.042646
-0.430833,0.00820305,0.0511753
-0.210833,0.00401426,0.0447783
-0.430833,0.00820305,0.0447783
-0.174167,0.00331613,0.0447783
-0.971667,0.0185005,0.0447783
-0.311667,0.00593412,0.042646
-0.403333,0.00767945,0.0511753
1.19167,-0.0226893,0.042646
-0.311667,0.00593412,0.0533076
-0.229167,0.00436332,0.0469106
-0.11,0.0020944,0.0533076
-0.0183333,0.000349066,0.0469106
0.0916667,-0.00174533,0.0511753
1.32917,-0.0253073,0.0447783
1.32917,-0.0253073,0.0447783
0.9625,-0.018326,0.0469106
0.623333,-0.0118682,0.0533076
2.16333,-0.0411898,0.0469106
0.66,-0.0125664,0.049043
1.28333,-0.0244346,0.0469106
1.28333,-0.0244346,0.0469106
1.58583,-0.0301942,0.0469106
-2.81417,0.0535816,0.0469106
1.91583,-0.0364774,0.0469106
-3.03417,0.0577704,0.0447783
1.265,-0.0240855,0.049043
0.9625,-0.018326,0.0511753
1.47583,-0.0280998,0.0533076
1.47583,-0.0280998,0.0533076
-1.28333,0.0244346,0.0533076
0.394167,-0.00750492,0.0469106
-0.155833,0.00296706,0.0554399
-1.76,0.0335103,0.0511753
-0.605,0.0115192,0.0533076
1.14583,-0.0218166,0.0511753
-1.21917,0.0232129,0.049043
1.31083,-0.0249582,0.0469106
-1.5125,0.0287979,0.042646
-0.641667,0.0122173,0.0575722
-0.4125,0.00785398,0.0511753
-0.421667,0.00802851,0.0511753
1.54917,-0.0294961,0.049043
-1.00833,0.0191986,0.0511753
1.21,-0.0230383,0.0469106
-1.87,0.0356047,0.049043
0.0916667,-0.00174533,0.0554399
1.03583,-0.0197222,0.0511753
0.11,-0.0020944,0.0533076
1.55833,-0.0296706,0.0533076
-2.08083,0.039619,0.0511753
0.843333,-0.016057,0.0554399
-1.44833,0.0275762,0.0533076
0.7425,-0.0141372,0.0554399
-0.201667,0.00383972,0.0511753
0.339167,-0.00645772,0.0554399
0.834167,-0.0158825,0.0533076
-0.284167,0.00541052,0.0575722
1.16417,-0.0221657,0.0554399
-0.476667,0.00907571,0.049043
1.3475,-0.0256563,0.0533076
0.11,-0.0020944,0.0533076
-2.78667,0.053058,0.0511753
1.74167,-0.0331613,0.0554399
-1.66833,0.031765,0.0554399
2.08083,-0.039619,0.0554399
-1.35667,0.0258309,0.0533076
-1.8975,0.0361283,0.0511753
0.0458333,-0.000872665,0.0533076
-2.695,0.0513127,0.0511753
1.09083,-0.0207694,0.0554399
-2.96083,0.0563741,0.0511753
1.35667,-0.0258309,0.049043
1.90667,-0.0363028,0.0533076
-2.51167,0.047822,0.0554399
1.6775,-0.0319395,0.0575722
-0.0825,0.0015708,0.0533076
0.595833,-0.0113446,0.0597045
-0.641667,0.0122173,0.0511753
-1.66833,0.031765,0.0511753
1.76,-0.0335103,0.0554399
0.119167,-0.00226893,0.0554399
0.100833,-0.00191986,0.0575722
1.27417,-0.0242601,0.0554399
-0.99,0.0188496,0.0554399
1.14583,-0.0218166,0.0575722
-1.13667,0.0216421,0.0575722
0.733333,-0.0139626,0.0554399
1.60417,-0.0305433,0.0575722
-2.42,0.0460767,0.0575722
0.540833,-0.0102974,0.0597045
0.806667,-0.0153589,0.0575722
0.4675,-0.00890118,0.0533076
1.17333,-0.0223402,0.0597045
-1.705,0.0324631,0.0511753
1.20083,-0.0228638,0.0575722
1.5125,-0.0287979,0.0575722
-2.31917,0.0441568,0.0554399
1.4575,-0.0277507,0.0554399
-0.641667,0.0122173,0.0533076
1.63167,-0.0310669,0.0597045
0.733333,-0.0139626,0.0575722
-2.365,0.0450295,0.0533076
-2.365,0.0450295,0.0533076
-1.14583,0.0218166,0.0575722
2.45667,-0.0467748,0.0575722
0.458333,-0.00872665,0.0597045
-2.27333,0.0432842,0.0554399
0.6875,-0.01309,0.0597045
-0.724167,0.0137881,0.0575722
-1.4575,0.0277507,0.0575722
1.65917,-0.0315905,0.0661014
0.311667,-0.00593412,0.0554399
2.145,-0.0408407,0.0618368
1.87917,-0.0357792,0.0575722
-2.04417,0.0389208,0.0533076
1.6225,-0.0308923,0.0597045
0.696667,-0.0132645,0.0575722
-1.96167,0.03735,0.0533076
1.2375,-0.0235619,0.0575722
0.22,-0.00418879,0.0575722
-1.54,0.0293215,0.0575722
-1.54,0.0293215,0.0575722
-0.715,0.0136136,0.0575722
-0.0733333,0.00139626,0.0575722
0.99,-0.0188496,0.0597045
-2.07167,0.0394444,0.0554399
1.815,-0.0345575,0.0597045
-2.32833,0.0443314,0.0597045
0.971667,-0.0185005,0.0533076
1.71417,-0.0326377,0.0575722
-0.119167,0.00226893,0.0575722
2.07167,-0.0394444,0.0575722
2.07167,-0.0394444,0.0575722
0.165,-0.00314159,0.0554399
1.6225,-0.0308923,0.0597045
-0.999167,0.0190241,0.0597045
1.485,-0.0282743,0.0554399
1.82417,-0.0347321,0.0597045
-2.59417,0.0493928,0.0597045
1.82417,-0.0347321,0.0575722
-0.6875,0.01309,0.0554399
-2.09,0.0397935,0.0554399
1.31083,-0.0249582,0.0575722
-1.30167,0.0247837,0.0533076
-1.21,0.0230383,0.0554399
0.385,-0.00733038,0.0597045
-0.815833,0.0155334,0.0554399
-0.586667,0.0111701,0.0554399
0.559167,-0.0106465,0.0597045
-2.04417,0.0389208,0.0554399
2.41083,-0.0459022,0.0618368
0.476667,-0.00907571,0.0597045
-2.0625,0.0392699,0.0554399
-0.0825,0.0015708,0.0554399
-0.925833,0.0176278,0.0575722
-0.7975,0.0151844,0.0554399
0.843333,-0.016057,0.0618368
-0.458333,0.00872665,0.0575722
0.165,-0.00314159,0.0533076
1.11833,-0.021293,0.0575722
-1.31083,0.0249582,0.0554399
0.5775,-0.0109956,0.0597045
2.21833,-0.042237,0.0597045
-1.72333,0.0328122,0.0575722
-2.37417,0.045204,0.0554399
-2.75,0.0523599,0.0554399
1.24667,-0.0237365,0.0554399
-2.6675,0.0507891,0.0597045
1.57667,-0.0300197,0.0618368
0.2475,-0.00471239,0.0597045
-1.0725,0.0204204,0.0575722
-0.256667,0.00488692,0.0597045
0.0275,-0.000523599,0.0597045
-0.1925,0.00366519,0.0575722
0.348333,-0.00663225,0.0639691
-0.88,0.0167552,0.0597045
-1.9525,0.0371755,0.0597045
1.485,-0.0282743,0.0639691
-1.82417,0.0347321,0.0597045
1.53083,-0.029147,0.0575722
0.971667,-0.0185005,0.0618368
-1.32917,0.0253073,0.0575722
-0.614167,0.0116937,0.0575722
0.9625,-0.018326,0.0597045
-1.53083,0.029147,0.0554399
1.14583,-0.0218166,0.0597045
0.476667,-0.00907571,0.0597045
-2.035,0.0387463,0.0597045
0.88,-0.0167552,0.0597045
-0.449167,0.00855211,0.0575722
-0.4125,0.00785398,0.0575722
-0.2475,0.00471239,0.0575722
-0.495,0.00942478,0.0575722
-0.513333,0.00977384,0.0575722
-0.0825,0.0015708,0.0597045
-0.870833,0.0165806,0.0597045
-0.201667,0.00383972,0.0597045
1.46667,-0.0279253,0.0618368
-1.52167,0.0289725,0.0575722
0.385,-0.00733038,0.0575722
-0.3575,0.00680678,0.0597045
-2.57583,0.0490438,0.0575722
1.98917,-0.0378736,0.0597045
0.1925,-0.00366519,0.0639691
-1.60417,0.0305433,0.0575722
0.77,-0.0146608,0.0597045
0.898333,-0.0171042,0.0618368
-0.311667,0.00593412,0.0597045
-3.355,0.0638791,0.0597045
-10.5967,0.20176,0.0554399
-11.825,0.225147,0.0597045
-8.1125,0.154462,0.0554399
-11.4767,0.218515,0.0533076
-4.84,0.0921534,0.0149261
3.04333,-0.0579449,0.0724983
-2.2,0.0418879,0.0724983
2.0075,-0.0382227,0.0554399
2.87833,-0.0548033,0.0661014
-1.44833,0.0275762,0.0575722
3.0525,-0.0581195,0.0533076
3.41917,-0.0651008,0.0639691
-9.31333,0.177325,0.0554399
0.5225,-0.00994838,0.0618368
-11.5775,0.220435,0.0511753
-12.6958,0.241728,0.0575722
-5.39917,0.1028,0.0639691
-8.04833,0.15324,0.0554399
-2.32833,0.0443314,0.0618368
-1.72333,0.0328122,0.0597045
-0.0458333,0.000872665,0.0597045
0.705833,-0.013439,0.070366
-1.815,0.0345575,0.0533076
1.77833,-0.0338594,0.0597045
-0.540833,0.0102974,0.0575722
-1.31083,0.0249582,0.0575722
2.035,-0.0387463,0.0597045
-1.91583,0.0364774,0.0575722
0.861667,-0.0164061,0.0597045
1.32,-0.0251327,0.0597045
-2.01667,0.0383972,0.0597045
0.540833,-0.0102974,0.0597045
-0.128333,0.00244346,0.0618368
-2.27333,0.0432842,0.0597045
1.5675,-0.0298451,0.0597045
-1.99833,0.0380482,0.0618368
-2.09917,0.039968,0.0618368
1.43917,-0.0274017,0.0575722
-1.41167,0.0268781,0.0597045
0.870833,-0.0165806,0.0575722
1.85167,-0.0352557,0.0575722
-1.6225,0.0308923,0.0554399
-2.24583,0.0427606,0.0597045
1.7325,-0.0329867,0.0597045
-2.255,0.0429351,0.0575722
2.87833,-0.0548033,0.0575722
3.52,-0.0670206,0.0575722
-2.85083,0.0542797,0.0554399
1.6225,-0.0308923,0.0597045
-1.64083,0.0312414,0.0575722
-3.41917,0.0651008,0.0575722
2.7775,-0.0528835,0.0575722
-2.3925,0.0455531,0.0575722
-1.80583,0.034383,0.0597045
3.04333,-0.0579449,0.0618368
3.04333,-0.0579449,0.0618368
-3.7125,0.0706858,0.0575722
2.2275,-0.0424115,0.0554399
-4.79417,0.0912807,0.0554399
1.43917,-0.0274017,0.0597045
2.3375,-0.0445059,0.0597045
-2.89667,0.0551524,0.0575722
-3.61167,0.068766,0.0533076
2.01667,-0.0383972,0.0639691
-4.51917,0.0860447,0.0575722
4.55583,-0.0867429,0.0597045
-3.41,0.0649262,0.0533076
-4.1525,0.0790634,0.0661014
3.36417,-0.0640536,0.0618368
1.49417,-0.0284489,0.0618368
-1.4025,0.0267035,0.0618368
3.09833,-0.0589921,0.0575722
-2.59417,0.0493928,0.0554399
0.916667,-0.0174533,0.0597045
3.3825,-0.0644026,0.0618368
-3.0525,0.0581195,0.0575722
3.37333,-0.0642281,0.0575722
3.00667,-0.0572468,0.0639691
-3.50167,0.0666716,0.0639691
0.375833,-0.00715585,0.0618368
0.165,-0.00314159,0.0597045
-4.07917,0.0776672,0.0597045
3.5475,-0.0675442,0.0618368
-0.4125,0.00785398,0.0597045
-3.85,0.0733038,0.0618368
1.7325,-0.0329867,0.0597045
-1.77833,0.0338594,0.0575722
-2.64,0.0502655,0.0597045
-3.4925,0.066497,0.0575722
-0.889167,0.0169297,0.0618368
0.311667,-0.00593412,0.0618368
-1.43917,0.0274017,0.0575722
3.33667,-0.06353,0.0597045
3.77667,-0.0719076,0.0618368
-3.7675,0.071733,0.0597045
2.40167,-0.0457276,0.0575722
-2.51167,0.047822,0.0575722
-2.81417,0.0535816,0.0597045
2.57583,-0.0490438,0.0575722
1.5125,-0.0287979,0.0618368
-1.57667,0.0300197,0.0575722
1.13667,-0.0216421,0.0661014
0.0825,-0.0015708,0.0597045
-0.77,0.0146608,0.0618368
2.23667,-0.042586,0.0618368
-1.91583,0.0364774,0.0618368
1.03583,-0.0197222,0.0597045
1.265,-0.0240855,0.0597045
-0.953333,0.0181514,0.0618368
0.999167,-0.0190241,0.0597045
-0.595833,0.0113446,0.0597045
-0.6325,0.0120428,0.0618368
0.834167,-0.0158825,0.0618368
-0.210833,0.00401426,0.0639691
-0.22,0.00418879,0.0575722
1.13667,-0.0216421,0.0618368
-0.339167,0.00645772,0.0639691
-0.339167,0.00645772,0.0639691
-0.724167,0.0137881,0.0597045
-0.165,0.00314159,0.0597045
-0.834167,0.0158825,0.0597045
0.394167,-0.00750492,0.0639691
-0.0458333,0.000872665,0.0618368
-0.696667,0.0132645,0.0597045
0.485833,-0.00925025,0.0618368
-0.806667,0.0153589,0.0597045
-1.03583,0.0197222,0.0575722
0.476667,-0.00907571,0.0639691
-1.41167,0.0268781,0.0554399
-0.724167,0.0137881,0.0575722
0.504167,-0.00959931,0.0618368
-0.834167,0.0158825,0.0618368
-0.99,0.0188496,0.0533076
0.55,-0.010472,0.0618368
-0.449167,0.00855211,0.0618368
-0.88,0.0167552,0.0597045
-0.311667,0.00593412,0.0618368
-0.815833,0.0155334,0.0597045
0.275,-0.00523599,0.0618368
-0.4675,0.00890118,0.0618368
0.0183333,-0.000349066,0.0597045
0.614167,-0.0116937,0.0575722
-0.5225,0.00994838,0.0618368
0.183333,-0.00349066,0.0597045
-0.586667,0.0111701,0.0597045
-0.183333,0.00349066,0.0618368
-0.1375,0.00261799,0.0618368
-0.66,0.0125664,0.0575722
-0.504167,0.00959931,0.0639691
-0.284167,0.00541052,0.0618368
-1.32917,0.0253073,0.0597045
-0.4125,0.00785398,0.0618368
0.641667,-0.0122173,0.0575722
1.31083,-0.0249582,0.0597045
0,0,0.0575722
1.05417,-0.0200713,0.0597045
